last,first,area,year,type,student_coauthor,dare_coauthors_names,dare_coauthors,title_short,venue,doi,doi_clean,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_flag_disagrees,year_disagrees,faculty_type,faculty_rank,is_tt,pct_research,departed_flag,research_fte
Bonanno,Alessandro,Ag and Food,2023,JA,N,NA,0,I say Milk you say Mylk: Demand separability and substitution in a broadened milk category,Journal of Agricultural and Resource Economics,10.22004/ag.econ.320675,10.22004/ag.econ.320675,journal agricultural resource economics,1.4,2024,Nearest year (2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2021,JA,N,NA,0,Dry landscapes and parched economies: drought impacts on nonagricultural sectors,WIREs Water,10.1002/wat2.1571,10.1002/wat2.1571,wires water,7.428,2021,Exact journal-year,https://openalex.org/W4200579997,https://doi.org/10.1002/wat2.1571,Dry landscapes and parched economies: A review of how drought impacts nonagricultural socioeconomic sectors in the <scp>US</scp> Intermountain West,2021,2021-12-29,article,38,Wiley Interdisciplinary Reviews Water,2049-1948,Wiley,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2022,JA,N,NA,0,Data availability and sector-specific frameworks restrict drought impact quantification,WIREs Water,10.1002/wat2.1586,10.1002/wat2.1586,wires water,8.2,2022,Exact journal-year,https://openalex.org/W4221017855,https://doi.org/10.1002/wat2.1586,Data availability and sector‐specific frameworks restrict drought impact quantification in the Intermountain West,2022,2022-03-26,article,1,Wiley Interdisciplinary Reviews Water,2049-1948,Wiley,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2024,JA,N,NA,0,Delivering affordable clean energy to consumers,Journal of the Academy of Marketing Science,10.1007/s11747-024-01003-2,10.1007/s11747-024-01003-2,journal academy marketing science,10.1,2024,Exact journal-year,https://openalex.org/W4391538670,https://doi.org/10.1007/s11747-024-01003-2,Delivering affordable clean energy to consumers,2024,2024-02-05,article,10,Journal of the Academy of Marketing Science,0092-0703,Springer Science+Business Media,FALSE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2023,JA,N,Hoag,1,Willingness to pay for reintroducing wolves in a divided voting base,Global Ecology and Conservation,10.1016/j.gecco.2023.e02576,10.1016/j.gecco.2023.e02576,global ecology conservation,3.4,2024,Nearest year (2024),https://openalex.org/W4384008743,https://doi.org/10.1016/j.gecco.2023.e02576,Willingness to pay for reintroducing wolves in a divided voting base,2023,2023-07-12,article,6,Global Ecology and Conservation,2351-9894,Elsevier BV,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2023,JA,N,NA,0,Sustainability of lettuce production: local and centralized food production,Journal of Cleaner Production,10.1016/j.jclepro.2023.139224,10.1016/j.jclepro.2023.139224,journal cleaner production,10,2024,Nearest year (2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2025,JA,Y,Suter,1,Characterizing community water systems exposed to wildfire in the Western US,Science of the Total Environment,10.1016/j.scitotenv.2025.179814,10.1016/j.scitotenv.2025.179814,science total environment,8,2024,Nearest year (2024),https://openalex.org/W4411225024,https://doi.org/10.1016/j.scitotenv.2025.179814,Characterizing community water systems exposed to wildfire in the Western U.S.,2025,2025-06-12,article,0,The Science of The Total Environment,0048-9697,Elsevier BV,FALSE,FALSE,7,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2023,JA,U,Goemans;Manning,1,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,10.1016/j.wre.2023.100214,water resources economics,1.9,2024,Nearest year (2024),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2022,JA,N,NA,0,Smoke-Driven Changes in Photosynthetically Active Radiation During US Growing Season,Journal of Geophysical Research: Atmospheres,10.1029/2022jd037446,10.1029/2022jd037446,journal geophysical research atmospheres,4.4,2022,Exact journal-year,https://openalex.org/W4309691277,https://doi.org/10.1029/2022jd037446,Smoke‐Driven Changes in Photosynthetically Active Radiation During the U.S. Agricultural Growing Season,2022,2022-11-22,article,11,Journal of Geophysical Research Atmospheres,0148-0227,American Geophysical Union,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2025,JA,N,NA,0,Solar energy resource availability under extreme and historical wildfire smoke conditions,Nature Communications,10.1038/s41467-024-54163-8,10.1038/s41467-024-54163-8,nature communications,18.1,2025,Exact journal-year,https://openalex.org/W4406001170,https://doi.org/10.1038/s41467-024-54163-8,Solar energy resource availability under extreme and historical wildfire smoke conditions,2025,2025-01-02,article,20,Nature Communications,2041-1723,Nature Portfolio,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2025,JA,U,Hoag,1,How sense of place influences willingness to pay for sustainable wolf populations,Society & Natural Resources,10.1080/08941920.2025.2572064,10.1080/08941920.2025.2572064,society natural resources,2.1,2025,Exact journal-year,https://openalex.org/W4415021393,https://doi.org/10.1080/08941920.2025.2572064,How Sense of Place Influences Willingness to Pay for Sustainable Wolf Populations,2025,2025-10-10,article,0,Society & Natural Resources,0894-1920,Taylor & Francis,FALSE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2022,JA,N,Bayham,1,Does air pollution increase electric vehicle adoption,Journal of Environmental Economics and Policy,10.1080/21606544.2022.2059015,10.1080/21606544.2022.2059015,journal environmental economics policy,1.2,2024,Nearest year (2024),https://openalex.org/W4224076156,https://doi.org/10.1080/21606544.2022.2059015,"Does air pollution increase electric vehicle adoption? Evidence from U.S. metropolitan areas, 2011–2018",2022,2022-04-15,article,11,Journal of Environmental Economics and Policy,2160-6544,Taylor & Francis,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2022,JA,N,Bayham,1,Outside in: indoor and outdoor particulate air quality during wildfire smoke events,Environmental Research: Health,10.1088/2752-5309/ac7d69,10.1088/2752-5309/ac7d69,environmental research health,8.3,2022,Exact journal-year,https://openalex.org/W4283765007,https://doi.org/10.1088/2752-5309/ac7d69,Outside in: the relationship between indoor and outdoor particulate air quality during wildfire smoke events in western US cities,2022,2022-06-30,article,52,Environmental Research Health,2752-5309,IOP Publishing,TRUE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2021,JA,U,Hill,1,Peers in the Field: Ability and Gender in Peer Effects among Agricultural Workers,American Journal of Agricultural Economics,10.1111/ajae.12192,10.1111/ajae.12192,american journal agricultural economics,4.2,2022,Nearest year (2022),https://openalex.org/W3130764381,https://doi.org/10.1111/ajae.12192,Peers in the Field: The Role of Ability and Gender in Peer Effects among Agricultural Workers,2021,2021-02-16,article,12,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2022,JA,N,NA,0,Conformity and Conservation: Home Landscaping and Water Conservation,American Journal of Agricultural Economics,10.1111/ajae.12224,10.1111/ajae.12224,american journal agricultural economics,4.2,2022,Exact journal-year,https://openalex.org/W3157171384,https://doi.org/10.1111/ajae.12224,Conformity and Conservation: Evidence from Home Landscaping and Water Conservation,2021,2021-05-05,article,9,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,4,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2024,JA,N,Bayham;Hill,1,Air pollution weather and agricultural worker productivity,American Journal of Agricultural Economics,10.1111/ajae.12439,10.1111/ajae.12439,american journal agricultural economics,3.3,2024,Exact journal-year,https://openalex.org/W4388279823,https://doi.org/10.1111/ajae.12439,"Air pollution, weather, and agricultural worker productivity",2023,2023-11-03,article,17,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,7,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2022,JA,N,Manning,1,The Local Effects of Federal Law Enforcement Policies: Sanctuary Jurisdictions and Crime,Contemporary Economic Policy,10.1111/coep.12564,10.1111/coep.12564,contemporary economic policy,1.212,2021,Nearest year (2021),https://openalex.org/W4211021726,https://doi.org/10.1111/coep.12564,The local effects of federal law enforcement policies: Evidence from sanctuary jurisdictions and crime,2022,2022-02-08,article,5,Contemporary Economic Policy,1074-3529,Wiley,FALSE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2026,JA,NA,NA,0,Soil Organic Carbon Improves Crop Yield and Yield Resilience,Global Change Biology,10.1111/gcb.70909,10.1111/gcb.70909,global change biology,12.5,2025,Nearest year (2025),https://openalex.org/W7160869339,https://doi.org/10.1111/gcb.70909,Soil Organic Carbon Improves Crop Yield and Yield Resilience,2026,2026-05-01,article,0,Global Change Biology,1354-1013,Wiley,FALSE,FALSE,4,NA,NA,NA,NA,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Burkhardt,Jesse,ENRE,2023,JA,N,NA,0,Field experimental evidence on the effect of pricing on residential electricity conservation,Management Science,10.1287/mnsc.2020.02074,10.1287/mnsc.2020.02074,management science,4.9,2024,Nearest year (2024),https://openalex.org/W4388454759,https://doi.org/10.1287/mnsc.2020.02074,Field Experimental Evidence on the Effect of Pricing on Residential Electricity Conservation,2023,2023-11-07,article,29,Management Science,0025-1909,Institute for Operations Research and the Management Sciences,FALSE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2021,JA,N,NA,0,COVID-19 and Food Supply Chains,Applied Economic Perspectives and Policy,10.1002/aepp.13085,10.1002/aepp.13085,applied economic perspectives policy,4.89,2021,Exact journal-year,https://openalex.org/W3084376488,https://doi.org/10.1002/aepp.13085,COVID‐19 and Food Supply Chains,2020,2020-09-18,article,152,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2021,JA,U,Bonanno,1,If You Build It Will it Matter? Food Stores Presence and Perceived Barriers,Applied Economic Perspectives and Policy,10.1002/aepp.13098,10.1002/aepp.13098,applied economic perspectives policy,4.89,2021,Exact journal-year,https://openalex.org/W3093424154,https://doi.org/10.1002/aepp.13098,If You Build Them… Will it Matter? Food Stores' Presence and Perceived Barriers to Purchasing Healthy Foods in the Northeastern U.S.,2020,2020-10-12,article,6,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2022,JA,N,NA,0,Consumer Spending Patterns for Plant-Based Meat Alternatives,Applied Economic Perspectives and Policy,10.1002/aepp.13280,10.1002/aepp.13280,applied economic perspectives policy,5.8,2022,Exact journal-year,https://openalex.org/W4229377569,https://doi.org/10.1002/aepp.13280,Consumer spending patterns for <scp>plant‐based</scp> meat alternatives,2022,2022-05-09,article,29,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2025,JA,Y,NA,0,Relationship between Knowledge and Compliance with Safety Measures: COVID-19,Applied Economic Perspectives and Policy,10.1002/aepp.70031,10.1002/aepp.70031,applied economic perspectives policy,3.6,2025,Exact journal-year,https://openalex.org/W4416825524,https://doi.org/10.1002/aepp.70031,Relationship Between Knowledge and Compliance With Safety Measures: Evidence From <scp>COVID</scp> ‐19,2025,2025-11-29,article,0,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,3,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2021,JA,N,NA,0,Who Practices Urban Agriculture,Agribusiness: An International Journal,10.1002/agr.21675,10.1002/agr.21675,agribusiness international journal,2.841,2021,Exact journal-year,https://openalex.org/W3106940430,https://doi.org/10.1002/agr.21675,Who practices urban agriculture? An empirical analysis of participation before and during the COVID‐19 pandemic,2020,2020-11-27,article,66,Agribusiness,0742-4477,Wiley,TRUE,FALSE,4,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2021,JA,N,NA,0,Food Consumption Behavior During COVID-19,Agribusiness: An International Journal,10.1002/agr.21679,10.1002/agr.21679,agribusiness international journal,2.841,2021,Exact journal-year,https://openalex.org/W3110332938,https://doi.org/10.1002/agr.21679,Food consumption behavior during the COVID‐19 pandemic,2020,2020-11-27,article,355,Agribusiness,0742-4477,Wiley,TRUE,FALSE,4,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2022,JA,N,Cleary,1,Food Retail Profits Competition and the Great Recession,Agribusiness: An International Journal,10.1002/agr.21743,10.1002/agr.21743,agribusiness international journal,3.2,2022,Exact journal-year,https://openalex.org/W4281647998,https://doi.org/10.1002/agr.21743,"Food retail profits, competition, and the Great Recession",2022,2022-05-27,article,6,Agribusiness,0742-4477,Wiley,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2025,JA,N,NA,0,Grocery Stockouts and Seller Performance in Amazon's Marketplaces,Agribusiness: An International Journal,10.1002/agr.22051,10.1002/agr.22051,agribusiness international journal,2.4,2025,Exact journal-year,https://openalex.org/W4409601532,https://doi.org/10.1002/agr.22051,Grocery Stockouts and Seller Performance in Amazon's Marketplaces,2025,2025-04-18,article,0,Agribusiness,0742-4477,Wiley,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2024,JA,N,Jablonski;Thilmany,1,Federal Economic Data on Local and Regional Food Producers,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.131,10.1002/jaa2.131,journal agricultural applied economics association,1.8,2025,Nearest year (2025),https://openalex.org/W4400204195,https://doi.org/10.1002/jaa2.131,Federal economic data on local and regional food producers,2024,2024-07-01,article,0,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2023,JA,N,NA,0,Retail Markups and Discount-Store Entry,Review of Industrial Organization,10.1007/s11151-023-09926-w,10.1007/s11151-023-09926-w,review industrial organization,1,2025,Nearest year (2025),https://openalex.org/W4387817813,https://doi.org/10.1007/s11151-023-09926-w,Retail Markups and Discount-Store Entry,2023,2023-10-20,article,6,Review of Industrial Organization,0889-938X,Springer Science+Business Media,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2021,JA,N,NA,0,Dollar Stores and Food Deserts,Applied Geography,10.1016/j.apgeog.2021.102497,10.1016/j.apgeog.2021.102497,applied geography,4.732,2021,Exact journal-year,https://openalex.org/W3180146024,https://doi.org/10.1016/j.apgeog.2021.102497,Dollar stores and food deserts,2021,2021-07-08,article,54,Applied Geography,0143-6228,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2025,JA,N,NA,0,Dollar-Store Impact on Local Labor Markets and Retail Activity,Food Policy,10.1016/j.foodpol.2025.102827,10.1016/j.foodpol.2025.102827,food policy,6.8,2025,Exact journal-year,https://openalex.org/W4408472773,https://doi.org/10.1016/j.foodpol.2025.102827,Dollar store impact on local labor markets and retail activity,2025,2025-03-14,article,3,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
Chenarides,Lauren,Ag and Food,2025,JA,N,NA,0,A Review of Data Linkages for Policy-Informing Research in Food and Ag Economics,Food Policy,10.1016/j.foodpol.2025.102996,10.1016/j.foodpol.2025.102996,food policy,6.8,2025,Exact journal-year,https://openalex.org/W4416437729,https://doi.org/10.1016/j.foodpol.2025.102996,A review of data linkages for policy-informing research in food and agricultural economics,2025,2025-11-01,article,3,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,50,FALSE,0.5
