publication_key,oa_id,doi_clean,au_key,au_id,au_display_name,au_name_norm,au_orcid,author_position,is_corresponding,institution,ror,country_code,institution_type,raw_affiliation
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,middle,FALSE,Colorado School of Public Health,https://ror.org/005x9g035,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,middle,FALSE,University of Colorado Boulder,https://ror.org/02ttsq026,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,middle,FALSE,University of Colorado Denver,https://ror.org/02hh7en24,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008159637,A5008159637,Jude Bayham,jude bayham,0000-0001-5383-2714,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5070166891,A5070166891,jimi adams,jimi adams,0000-0001-5043-1149,middle,FALSE,Colorado Department of Public Health and Environment,https://ror.org/019rjbt98,US,government,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado, Denver, Colorado, USA (J. Adams);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5070166891,A5070166891,jimi adams,jimi adams,0000-0001-5043-1149,middle,FALSE,Colorado School of Public Health,https://ror.org/005x9g035,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado, Denver, Colorado, USA (J. Adams);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5070166891,A5070166891,jimi adams,jimi adams,0000-0001-5043-1149,middle,FALSE,University of Colorado Boulder,https://ror.org/02ttsq026,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado, Denver, Colorado, USA (J. Adams);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5070166891,A5070166891,jimi adams,jimi adams,0000-0001-5043-1149,middle,FALSE,University of Colorado Denver,https://ror.org/02hh7en24,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado, Denver, Colorado, USA (J. Adams);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5070166891,A5070166891,jimi adams,jimi adams,0000-0001-5043-1149,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado, Denver, Colorado, USA (J. Adams);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5089222534,A5089222534,David M. Bortz,david m bortz,0000-0003-1163-7317,middle,FALSE,Colorado Department of Public Health and Environment,https://ror.org/019rjbt98,US,government,"Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5089222534,A5089222534,David M. Bortz,david m bortz,0000-0003-1163-7317,middle,FALSE,Colorado School of Public Health,https://ror.org/005x9g035,US,education,"Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5089222534,A5089222534,David M. Bortz,david m bortz,0000-0003-1163-7317,middle,FALSE,University of Colorado Boulder,https://ror.org/02ttsq026,US,education,"Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5089222534,A5089222534,David M. Bortz,david m bortz,0000-0003-1163-7317,middle,FALSE,University of Colorado Denver,https://ror.org/02hh7en24,US,education,"Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5089222534,A5089222534,David M. Bortz,david m bortz,0000-0003-1163-7317,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Boulder, Colorado, USA (D. Bortz);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5013685752,A5013685752,Kathryn Colborn,kathryn colborn,0000-0001-8399-6330,middle,FALSE,Colorado Department of Public Health and Environment,https://ror.org/019rjbt98,US,government,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; Colorado School of Public Health, Aurora, Colorado, USA; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5013685752,A5013685752,Kathryn Colborn,kathryn colborn,0000-0001-8399-6330,middle,FALSE,Colorado School of Public Health,https://ror.org/005x9g035,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; Colorado School of Public Health, Aurora, Colorado, USA; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5013685752,A5013685752,Kathryn Colborn,kathryn colborn,0000-0001-8399-6330,middle,FALSE,University of Colorado Boulder,https://ror.org/02ttsq026,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; Colorado School of Public Health, Aurora, Colorado, USA; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5013685752,A5013685752,Kathryn Colborn,kathryn colborn,0000-0001-8399-6330,middle,FALSE,University of Colorado Denver,https://ror.org/02hh7en24,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; Colorado School of Public Health, Aurora, Colorado, USA; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5013685752,A5013685752,Kathryn Colborn,kathryn colborn,0000-0001-8399-6330,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; Colorado School of Public Health, Aurora, Colorado, USA; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008375109,A5008375109,Olivia Zarella,olivia zarella,0009-0008-7537-1996,middle,FALSE,Colorado Department of Public Health and Environment,https://ror.org/019rjbt98,US,government,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008375109,A5008375109,Olivia Zarella,olivia zarella,0009-0008-7537-1996,middle,FALSE,Colorado School of Public Health,https://ror.org/005x9g035,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008375109,A5008375109,Olivia Zarella,olivia zarella,0009-0008-7537-1996,middle,FALSE,University of Colorado Boulder,https://ror.org/02ttsq026,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008375109,A5008375109,Olivia Zarella,olivia zarella,0009-0008-7537-1996,middle,FALSE,University of Colorado Denver,https://ror.org/02hh7en24,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5008375109,A5008375109,Olivia Zarella,olivia zarella,0009-0008-7537-1996,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"University of Colorado, Boulder, Colorado, USA (D. Bortz);; Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado, Denver, Colorado, USA (J. Adams);; Colorado School of Public Health, Aurora, Colorado, USA; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5061312876,A5061312876,Meghan Buran,meghan buran,NA,middle,FALSE,Colorado Department of Public Health and Environment,https://ror.org/019rjbt98,US,government,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; University of Colorado, Boulder, Colorado, USA (D. Bortz);; Colorado School of Public Health, Aurora, Colorado, USA"
doi:10.3201/eid2709.204167,W3174989026,10.3201/eid2709.204167,A5061312876,A5061312876,Meghan Buran,meghan buran,NA,middle,FALSE,Colorado School of Public Health,https://ror.org/005x9g035,US,education,"Colorado State University, Fort Collins, Colorado, USA (J. Bayham);; University of Colorado School of Medicine, Aurora (K. Colborn); Colorado Department of Public Health and Environment, Denver (R. Herlihy; University of Colorado, Denver, Colorado, USA (J. Adams);; University of Colorado, Boulder, Colorado, USA (D. Bortz);; Colorado School of Public Health, Aurora, Colorado, USA"
