last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,doi_clean,publication_key,affiliated_at_publication,affiliation_status,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_cv,student_cv_conflict,year_canonical,year_conflict,year_disagrees,student_coauthor_final,student_evidence,in_reporting_window
Goemans,Chris,ENRE,2022,JA,a,Y,1,Goemans;Manning;Suter,Impacts of Block-Rate Energy Pricing on Groundwater Demand in Irrigated Agriculture,American Journal of Agricultural Economics,10.1111/ajae.12231,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12231,doi:10.1111/ajae.12231,1,Active CSU affiliation,american journal agricultural economics,4.2,2022,Exact journal-year,W3165941821,https://doi.org/10.1111/ajae.12231,Impacts of<scp>Block‐Rate</scp>Energy Pricing on Groundwater Demand in Irrigated Agriculture,2021,2021-05-31,article,11,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,4,NA,NA,NA,Y,TRUE,2022,FALSE,TRUE,Y,CV only,TRUE
Manning,Dale,ENRE,2022,JA,a,Y,1,Goemans;Manning;Suter,Impacts of Block-Rate Energy Pricing on Groundwater Demand in Irrigated Agriculture,American Journal of Agricultural Economics,10.1111/ajae.12231,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12231,doi:10.1111/ajae.12231,1,Active CSU affiliation,american journal agricultural economics,4.2,2022,Exact journal-year,W3165941821,https://doi.org/10.1111/ajae.12231,Impacts of<scp>Block‐Rate</scp>Energy Pricing on Groundwater Demand in Irrigated Agriculture,2021,2021-05-31,article,11,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,4,NA,NA,NA,Y,TRUE,2022,FALSE,TRUE,Y,CV only,TRUE
Suter,Jordan,ENRE,2022,JA,a,N,1,Goemans;Manning;Suter,Impacts of Block-Rate Energy Pricing on Groundwater Demand in Irrigated Agriculture,American Journal of Agricultural Economics,10.1111/ajae.12231,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12231,doi:10.1111/ajae.12231,1,Active CSU affiliation,american journal agricultural economics,4.2,2022,Exact journal-year,W3165941821,https://doi.org/10.1111/ajae.12231,Impacts of<scp>Block‐Rate</scp>Energy Pricing on Groundwater Demand in Irrigated Agriculture,2021,2021-05-31,article,11,American Journal of Agricultural Economics,0002-9092,Wiley,FALSE,FALSE,4,NA,NA,NA,Y,TRUE,2022,FALSE,TRUE,Y,CV only,TRUE
Chenarides,Lauren,Ag and Food,2023,JA,a,N,0,NA,Dynamic Model of Entry: Dollar Stores,American Journal of Agricultural Economics,10.1111/ajae.12404,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12404,doi:10.1111/ajae.12404,1,Active CSU affiliation,american journal agricultural economics,4.2,2022,Nearest year (2022),W4380190325,https://doi.org/10.1111/ajae.12404,Dynamic model of entry: Dollar stores,2023,2023-05-30,article,16,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Suter,Jordan,ENRE,2024,JA,a,N,0,NA,Social Comparisons and Groundwater Use: Evidence from Colorado and Kansas,American Journal of Agricultural Economics,10.1111/ajae.12415,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12415,doi:10.1111/ajae.12415,1,Active CSU affiliation,american journal agricultural economics,3.3,2024,Exact journal-year,W4381852009,https://doi.org/10.1111/ajae.12415,Social comparisons and groundwater use: Evidence from <scp>Colorado</scp> and <scp>Kansas</scp>,2023,2023-06-22,article,13,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2024,FALSE,TRUE,N,Neither,TRUE
Bayham,Jude,ENRE,2024,JA,a,U,1,Bayham;Burkhardt,Air pollution weather and agricultural worker productivity,American Journal of Agricultural Economics,10.1111/ajae.12439,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12439,doi:10.1111/ajae.12439,1,Active CSU affiliation,american journal agricultural economics,3.3,2024,Exact journal-year,W4388279823,https://doi.org/10.1111/ajae.12439,"Air pollution, weather, and agricultural worker productivity",2023,2023-11-03,article,17,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,7,NA,NA,NA,N,TRUE,2024,FALSE,TRUE,N,Neither,TRUE
Burkhardt,Jesse,ENRE,2024,JA,a,N,1,Bayham;Burkhardt,Air pollution weather and agricultural worker productivity,American Journal of Agricultural Economics,10.1111/ajae.12439,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12439,doi:10.1111/ajae.12439,1,Active CSU affiliation,american journal agricultural economics,3.3,2024,Exact journal-year,W4388279823,https://doi.org/10.1111/ajae.12439,"Air pollution, weather, and agricultural worker productivity",2023,2023-11-03,article,17,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,7,NA,NA,NA,N,TRUE,2024,FALSE,TRUE,N,Neither,TRUE
Delay,Nathan,Ag and Food,2025,JA,a,N,0,NA,Mapping Agents: A Spatial Economic Analysis of Agent Location in Federal Crop Insurance,American Journal of Agricultural Economics,10.1111/ajae.12503,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.12503,doi:10.1111/ajae.12503,1,Active CSU affiliation,american journal agricultural economics,4.9,2025,Exact journal-year,W4405137934,https://doi.org/10.1111/ajae.12503,Mapping agents: A spatial economic analysis of agent location in the Federal Crop Insurance Program,2024,2024-12-07,article,1,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,2,NA,NA,NA,N,FALSE,2025,FALSE,TRUE,N,Neither,TRUE
Goemans,Chris,ENRE,2025,JA,a,N,1,Goemans;Suter,Abatement subsidies for groundwater conservation,American Journal of Agricultural Economics,10.1111/ajae.70021,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.70021,doi:10.1111/ajae.70021,1,Active CSU affiliation,american journal agricultural economics,4.9,2025,Exact journal-year,W4415487719,https://doi.org/10.1111/ajae.70021,Abatement subsidies for groundwater conservation,2025,2025-10-23,article,1,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,4,NA,NA,NA,N,TRUE,2025,FALSE,FALSE,N,Neither,TRUE
Suter,Jordan,ENRE,2025,JA,a,U,1,Goemans;Suter,Abatement subsidies for groundwater conservation,American Journal of Agricultural Economics,10.1111/ajae.70021,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1111/ajae.70021,doi:10.1111/ajae.70021,1,Active CSU affiliation,american journal agricultural economics,4.9,2025,Exact journal-year,W4415487719,https://doi.org/10.1111/ajae.70021,Abatement subsidies for groundwater conservation,2025,2025-10-23,article,1,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,4,NA,NA,NA,N,TRUE,2025,FALSE,FALSE,N,Neither,TRUE
Hill,Alexandra,Ag and Food,2021,JA,a,N,0,NA,Agricultural Labor Supply,Annual Review of Resource Economics,10.1146/annurev-resource-101620-080426,hillalexandra.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1146/annurev-resource-101620-080426,doi:10.1146/annurev-resource-101620-080426,1,Active CSU affiliation,annual review resource economics,6.617,2021,Exact journal-year,W3187830255,https://doi.org/10.1146/annurev-resource-101620-080426,Agricultural Labor Supply,2021,2021-07-02,article,34,Annual Review of Resource Economics,1941-1340,Annual Reviews,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Lewis,Lynne,ENRE,2024,JA,a,N,0,NA,The Nature of the Beast: Wildlife Valuation from the Iconic to the Ordinary,Annual Review of Resource Economics,10.1146/annurev-resource-101623-093149,lewislynne.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1146/annurev-resource-101623-093149,doi:10.1146/annurev-resource-101623-093149,1,Active CSU affiliation,annual review resource economics,8.4,2024,Exact journal-year,W4400748387,https://doi.org/10.1146/annurev-resource-101623-093149,The Nature of the Beast: Wildlife Valuation from the Iconic to the Ordinary,2024,2024-07-16,article,2,Annual Review of Resource Economics,1941-1340,Annual Reviews,TRUE,FALSE,3,NA,NA,NA,N,FALSE,2024,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2022,JA,a,N,0,NA,The Economics of Wildfire in the United States,Annual Review of Resource Economics,10.1146/annurev-resource-111920-014804,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1146/annurev-resource-111920-014804,doi:10.1146/annurev-resource-111920-014804,1,Active CSU affiliation,annual review resource economics,5.8,2022,Exact journal-year,W4281886895,https://doi.org/10.1146/annurev-resource-111920-014804,The Economics of Wildfire in the United States,2022,2022-06-09,article,79,Annual Review of Resource Economics,1941-1340,Annual Reviews,FALSE,FALSE,4,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2022,JA,a,Y,0,NA,Effects of Harvest Season on Carcass Characteristics of Lambs Harvested in the Intermountain West,Applied Animal Science,10.15232/aas.2022-02322,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.15232/aas.2022-02322,doi:10.15232/aas.2022-02322,1,Active CSU affiliation,applied animal science,1.5,2024,Nearest year (2024),W4296713815,https://doi.org/10.15232/aas.2022-02322,Effects of harvest season on carcass characteristics of lambs in the Intermountain West,2022,2022-09-21,article,3,Applied Animal Science,2590-2865,Elsevier BV,FALSE,FALSE,8,NA,NA,NA,Y,FALSE,2022,FALSE,FALSE,Y,CV only,TRUE
Thilmany,Dawn,Ag and Food,2021,JA,a,N,0,NA,Local Foods go Downstream: Exploring the Spatial Factors Driving US Food Manufacturing,Applied Economic Perspectives and Policy,10.1002/aepp.13046,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13046,doi:10.1002/aepp.13046,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3042925910,https://doi.org/10.1002/aepp.13046,Local Foods Go Downstream: Exploring the Spatial Factors Driving U.S. Food Manufacturing,2020,2020-07-13,article,20,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2021,FALSE,TRUE,N,Neither,TRUE
Thilmany,Dawn,Ag and Food,2021,JA,a,N,0,NA,Do Cottage Food Laws Reduce Barriers to Entry for Food Manufacturers,Applied Economic Perspectives and Policy,10.1002/aepp.13047,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13047,doi:10.1002/aepp.13047,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3043543695,https://doi.org/10.1002/aepp.13047,Do Cottage Food Laws Reduce Barriers to Entry for Food Manufacturers?,2020,2020-07-13,article,10,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2021,FALSE,TRUE,N,Neither,TRUE
Jablonski,Becca,Ag and Food,2021,JA,a,U,1,Jablonski;Thilmany,Local Food Markets and Labor Intensity,Applied Economic Perspectives and Policy,10.1002/aepp.13059,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13059,doi:10.1002/aepp.13059,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3043055687,https://doi.org/10.1002/aepp.13059,Local Food Market Orientation and Labor Intensity,2020,2020-07-13,article,22,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Thilmany,Dawn,Ag and Food,2021,JA,a,N,1,Jablonski;Thilmany,Local Food Markets and Labor Intensity,Applied Economic Perspectives and Policy,10.1002/aepp.13059,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13059,doi:10.1002/aepp.13059,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3043055687,https://doi.org/10.1002/aepp.13059,Local Food Market Orientation and Labor Intensity,2020,2020-07-13,article,22,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Cleary,Rebecca,Ag and Food,2021,JA,a,N,1,Cleary;Jablonski,Emergency Food Provision for Children and Families during the Covid-19 Pandemic,Applied Economic Perspectives and Policy,10.1002/aepp.13096,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13096,doi:10.1002/aepp.13096,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3089211388,https://doi.org/10.1002/aepp.13096,Emergency Food Provision for Children and Families during the <scp>COVID</scp>‐19 Pandemic: Examples from Five U.S. Cities,2020,2020-09-24,article,60,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,13,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Jablonski,Becca,Ag and Food,2021,JA,a,U,1,Cleary;Jablonski,Emergency Food Provision for Children and Families during the Covid-19 Pandemic,Applied Economic Perspectives and Policy,10.1002/aepp.13096,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13096,doi:10.1002/aepp.13096,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3089211388,https://doi.org/10.1002/aepp.13096,Emergency Food Provision for Children and Families during the <scp>COVID</scp>‐19 Pandemic: Examples from Five U.S. Cities,2020,2020-09-24,article,60,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,13,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Bonanno,Alessandro,Ag and Food,2021,JA,a,N,0,NA,If You Build It Will it Matter? Food Stores Presence and Perceived Barriers,Applied Economic Perspectives and Policy,10.1002/aepp.13098,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13098,doi:10.1002/aepp.13098,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3093424154,https://doi.org/10.1002/aepp.13098,If You Build Them… Will it Matter? Food Stores' Presence and Perceived Barriers to Purchasing Healthy Foods in the Northeastern U.S.,2020,2020-10-12,article,6,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,N,FALSE,2021,FALSE,TRUE,N,Neither,TRUE
Bonanno,Alessandro,Ag and Food,2021,JA,a,Y,1,Bonanno;Cleary,School Meals and Quality of Household Food Acquisitions,Applied Economic Perspectives and Policy,10.1002/aepp.13130,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13130,doi:10.1002/aepp.13130,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3120068039,https://doi.org/10.1002/aepp.13130,School meals and quality of household food acquisitions,2021,2021-01-07,article,1,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,5,1,Armen Ghazaryan,FALSE,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Cleary,Rebecca,Ag and Food,2021,JA,a,Y,1,Bonanno;Cleary,School Meals and Quality of Household Food Acquisitions,Applied Economic Perspectives and Policy,10.1002/aepp.13130,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13130,doi:10.1002/aepp.13130,1,Active CSU affiliation,applied economic perspectives policy,4.89,2021,Exact journal-year,W3120068039,https://doi.org/10.1002/aepp.13130,School meals and quality of household food acquisitions,2021,2021-01-07,article,1,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,5,1,Armen Ghazaryan,FALSE,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Delay,Nathan,Ag and Food,2022,JA,a,N,0,NA,The Impact of Crop Insurance on Farm Financial Outcomes,Applied Economic Perspectives and Policy,10.1002/aepp.13223,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13223,doi:10.1002/aepp.13223,1,Active CSU affiliation,applied economic perspectives policy,5.8,2022,Exact journal-year,W3018359190,https://doi.org/10.1002/aepp.13223,The impact of crop insurance on farm financial outcomes,2022,2022-01-03,article,2,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Jablonski,Becca,Ag and Food,2022,JA,a,U,1,Jablonski;Thilmany,Opportunities to support beginning farmers and ranchers in the 2023 Farm Bill,Applied Economic Perspectives and Policy,10.1002/aepp.13256,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13256,doi:10.1002/aepp.13256,1,Active CSU affiliation,applied economic perspectives policy,5.8,2022,Exact journal-year,W4220797295,https://doi.org/10.1002/aepp.13256,Opportunities to support beginning farmers and ranchers in the 2023 Farm Bill,2022,2022-03-29,article,18,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,7,NA,NA,NA,N,TRUE,2022,FALSE,FALSE,N,Neither,TRUE
Thilmany,Dawn,Ag and Food,2022,JA,a,N,1,Jablonski;Thilmany,Opportunities to support beginning farmers and ranchers in the 2023 Farm Bill,Applied Economic Perspectives and Policy,10.1002/aepp.13256,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13256,doi:10.1002/aepp.13256,1,Active CSU affiliation,applied economic perspectives policy,5.8,2022,Exact journal-year,W4220797295,https://doi.org/10.1002/aepp.13256,Opportunities to support beginning farmers and ranchers in the 2023 Farm Bill,2022,2022-03-29,article,18,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,7,NA,NA,NA,N,TRUE,2022,FALSE,FALSE,N,Neither,TRUE
Berning,Joshua,Ag and Food,2023,JA,a,U,1,Berning;Bonanno;Cleary,Food Insecurity and Time Use in Elderly vs Non-Elderly,Applied Economic Perspectives and Policy,10.1002/aepp.13275,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13275,doi:10.1002/aepp.13275,1,Active CSU affiliation,applied economic perspectives policy,5.8,2022,Nearest year (2022),W4225008403,https://doi.org/10.1002/aepp.13275,Food insecurity and time use in elderly vs. non‐elderly: An exploratory analysis,2022,2022-04-27,article,8,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,N,TRUE,2023,FALSE,TRUE,N,Neither,TRUE
Bonanno,Alessandro,Ag and Food,2023,JA,a,N,1,Berning;Bonanno;Cleary,Food Insecurity and Time Use in Elderly vs Non-Elderly,Applied Economic Perspectives and Policy,10.1002/aepp.13275,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13275,doi:10.1002/aepp.13275,1,Active CSU affiliation,applied economic perspectives policy,5.8,2022,Nearest year (2022),W4225008403,https://doi.org/10.1002/aepp.13275,Food insecurity and time use in elderly vs. non‐elderly: An exploratory analysis,2022,2022-04-27,article,8,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,N,TRUE,2023,FALSE,TRUE,N,Neither,TRUE
Cleary,Rebecca,Ag and Food,2023,JA,a,U,1,Berning;Bonanno;Cleary,Food Insecurity and Time Use in Elderly vs Non-Elderly,Applied Economic Perspectives and Policy,10.1002/aepp.13275,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13275,doi:10.1002/aepp.13275,1,Active CSU affiliation,applied economic perspectives policy,5.8,2022,Nearest year (2022),W4225008403,https://doi.org/10.1002/aepp.13275,Food insecurity and time use in elderly vs. non‐elderly: An exploratory analysis,2022,2022-04-27,article,8,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,N,TRUE,2023,FALSE,TRUE,N,Neither,TRUE
Koontz,Stephen,Ag and Food,2022,JA,a,N,0,NA,Potential Beef Cattle Topics in the 2023 Farm Bill,Applied Economic Perspectives and Policy,10.1002/aepp.13302,koontzstephen.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13302,doi:10.1002/aepp.13302,1,Active CSU affiliation,applied economic perspectives policy,5.8,2022,Exact journal-year,W4283262314,https://doi.org/10.1002/aepp.13302,Potential beef cattle topics in the 2023 farm bill,2022,2022-06-21,article,0,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,8,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Berning,Joshua,Ag and Food,2024,JA,a,U,1,Berning;Bonanno;Cleary,Disparities in Food Insecurity among Black and White Households,Applied Economic Perspectives and Policy,10.1002/aepp.13332,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13332,doi:10.1002/aepp.13332,1,Active CSU affiliation,applied economic perspectives policy,3.4,2024,Exact journal-year,W4307650297,https://doi.org/10.1002/aepp.13332,"Disparities in food insecurity among Black and White households: An analysis by age cohort, poverty, education, and home ownership",2022,2022-10-27,article,12,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,3,NA,NA,NA,N,TRUE,2024,FALSE,TRUE,N,Neither,TRUE
Bonanno,Alessandro,Ag and Food,2024,JA,a,N,1,Berning;Bonanno;Cleary,Disparities in Food Insecurity among Black and White Households,Applied Economic Perspectives and Policy,10.1002/aepp.13332,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1002/aepp.13332,doi:10.1002/aepp.13332,1,Active CSU affiliation,applied economic perspectives policy,3.4,2024,Exact journal-year,W4307650297,https://doi.org/10.1002/aepp.13332,"Disparities in food insecurity among Black and White households: An analysis by age cohort, poverty, education, and home ownership",2022,2022-10-27,article,12,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,3,NA,NA,NA,N,TRUE,2024,FALSE,TRUE,N,Neither,TRUE
